asv_id	Kingdom	Phylum	Class	Order	Family	Genus
ASV_8807	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_8817	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_8838	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_8861	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_9067	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_9074	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_9101	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_9210	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_9236	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_9246	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_9252	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_9275	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_9294	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_9331	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_9333	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_9381	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_9401	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_9436	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_9551	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_9553	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_9588	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Marine_Benthic_Group_A	f__NA	g__NA
ASV_9731	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_9766	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_9818	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_9842	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_9974	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_10070	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_10148	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_10149	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_10262	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_10298	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_10363	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_10399	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_10449	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_10493	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_10523	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_10550	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_10556	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__NA	g__NA
ASV_10564	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_10649	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_10652	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_10714	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_10716	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_10772	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_10774	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_10803	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_10827	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_10870	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_10913	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_10921	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_10929	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Marine_Benthic_Group_A	f__NA	g__NA
ASV_10972	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__NA	g__NA
ASV_10973	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_11075	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_11078	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_11082	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_11115	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_11288	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_11327	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_11345	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_11348	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_11369	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_11415	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__NA	g__NA
ASV_11421	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_11459	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_11484	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_11557	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_11598	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_11638	k__Archaea	p__Crenarchaeota	c__Bathyarchaeia	o__NA	f__NA	g__NA
ASV_11669	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_11752	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_11778	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_12063	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_12076	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_12084	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_12159	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_12182	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_12216	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_12256	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_12261	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_12316	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_12370	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_12448	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_12460	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_12500	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_12502	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_12539	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_12619	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_12649	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_12699	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_12710	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_12737	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_12768	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_12852	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_12902	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_13050	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_13064	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_13068	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_13105	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_13150	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__NA	g__NA
ASV_13355	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__SCGC_AB-179-E04	f__NA	g__NA
ASV_13394	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_13450	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_13491	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_13616	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_13621	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_13651	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_13733	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_13786	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_13807	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_13962	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_14028	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_14036	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_14039	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__NA	g__NA
ASV_14045	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_14101	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_14145	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_14163	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_14224	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_14324	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_14386	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_14400	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_14441	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Marine_Benthic_Group_D_and_DHVEG-1	f__NA	g__NA
ASV_14451	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_14526	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_14657	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_14933	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Marine_Benthic_Group_A	f__NA	g__NA
ASV_15069	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_15128	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_15142	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_15146	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_15317	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_15398	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_15413	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_15528	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_15539	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_15542	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_15573	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_15604	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_15607	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_15608	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_15645	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_15674	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_15849	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_15960	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_15966	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_16224	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_16233	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_16417	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_16463	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_16569	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_16609	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_16615	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_16657	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_16669	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_16735	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_16867	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__NA	g__NA
ASV_16991	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_17106	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_17119	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_17258	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_17324	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_17336	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_17360	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_17546	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_17617	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_17755	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_17939	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_18005	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_18030	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_18034	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_18067	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_18154	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_18215	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_18220	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_18289	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__NA	g__NA
ASV_18315	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_18321	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_18329	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_18341	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_18395	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_18439	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_18447	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_18615	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_18767	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__NA	g__NA
ASV_18848	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_18876	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_18885	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_19215	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_19280	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_19298	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_19311	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_19312	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_19519	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_19670	k__Archaea	p__Halobacterota	c__Halobacteria	o__Halobacterales	f__Haloadaptaceae	g__Haladaptatus
ASV_19736	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_19776	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_19793	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_19798	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_19805	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_19810	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_19948	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_19955	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_20150	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_20258	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_20281	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_20299	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_20364	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_20439	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_20510	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_20546	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_20614	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_20670	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_20697	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_20791	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_20838	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_20936	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_21129	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_21132	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_21137	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Marine_Benthic_Group_D_and_DHVEG-1	f__NA	g__NA
ASV_21475	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_21484	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_21487	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_21633	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_21657	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_21678	k__Archaea	p__Crenarchaeota	c__Bathyarchaeia	o__NA	f__NA	g__NA
ASV_21781	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_21782	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__NA	g__NA
ASV_21790	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Marine_Benthic_Group_A	f__NA	g__NA
ASV_21871	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_22029	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_22089	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_22263	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_22270	k__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium
ASV_22347	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_22473	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_22488	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_22643	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_22852	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__NA	g__NA
ASV_23216	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_23271	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_23450	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__NA	g__NA
